	name	query	labels	address	postal no.	postal name	coord. x	coord. y
6790	Guldgrillen ApS	Restaurant	['Restaurant']	Nansensgade 35, st. sal. tv	1366	København K	12.5639772	55.6826973
6791	Salon39 2018 ApS	Restaurant	['Restaurant']	Vodroffsvej 39	1900	Frederiksberg C	12.5546064	55.6784592
6792	Radio	Restaurant	['Restaurant', 'Nye nordiske restauranter', 'Gourmet restauranter', 'Michelin restauranter']	Julius Thomsens Gade 12	1632	København V	12.5543976	55.6820335
6793	Cafe Glyptoteket	Restaurant	['Café', 'Restaurant']	Dantes Plads 7	1556	København V	12.5725899	55.6729393
6794	Café Svanen	Restaurant	['Restaurant']	Idræts Alle 2	2625	Vallensbæk	12.3719931	55.6298103
6795	Skovshoved Kro	Restaurant	['Danske restauranter', 'Take away', 'Kroer']	Strandvejen 267	2920	Charlottenlund	12.5968800	55.7589340
6796	The Turning Chicken	Restaurant	['Restaurant']	Nørrebrogade 98, st. sal.	2200	København N	12.5513725	55.6928482
6797	Burger Shack Carlsbergbyen ApS	Restaurant	['Restaurant']	Humletorvet 2	1799	København V	12.5363951	55.6640930
6798	Miklagaard Cafe & Steakhouse ApS	Restaurant	['Café', 'Restaurant']	Frederiksborgvej 21, st. sal.	2400	København NV	12.5327244	55.7032852
6799	Jais Madhus ApS	Restaurant	['Restaurant']	Sifs Plads 3	2100	København Ø	12.5581446	55.7030106
6800	Garden Cph ApS	Restaurant	['Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Gothersgade 87	1123	København K	12.5779448	55.6833115
6801	Mudan Restaurant	Restaurant	['Restaurant', 'Kinesisk restaurant']	Dirch Passers Allé 32	2000	Frederiksberg	12.5036907	55.6843834
6802	Use Us ApS	Restaurant	['Restaurant']	Svends Alle 71	2800	Kongens Lyngby	12.4804144	55.7523613
6803	Zealanda, Administration	Restaurant	['Restaurant', 'PR-bureauer']	Brødregårdsvej 45	2980	Kokkedal	12.4783983	55.9151840
6804	Restaurant Frihavn ApS	Restaurant	['Restaurant']	Amerika Plads 28	2100	København Ø	12.5940838	55.7000122
6805	Omar ApS	Restaurant	['Restaurant']	Refsnæsgade 32	2200	København N	12.5562983	55.6958656
6806	My Corner ApS	Restaurant	['Restaurant']	Julius Bloms Gade 32, st. sal. tv	2200	København N	12.5440464	55.6952553
6807	Bakkens Pizza ApS	Restaurant	['Restaurant']	Ibstrupvænget 9, 1. sal. 1	2820	Gentofte	12.5236073	55.7624626
6808	The Red Box	Restaurant	['Kinesisk restaurant']	Store Kongensgade 42	1264	København K	12.5867844	55.6829529
6809	Fener Holding ApS	Restaurant	['Restaurant']	Elefantens Kvt 2F	2620	Albertslund	12.3483267	55.6530838
6810	Terra Restaurant	Restaurant	['Michelin restauranter', 'Gourmet restauranter', 'Italienske restauranter', 'Restaurant']	Ryesgade 65A	2100	København Ø	12.5706968	55.6946869
6811	Nordic Developing ApS	Restaurant	['Restaurant', 'Rejsebureau']	Trongårdsparken 26	2800	Kongens Lyngby	12.5307245	55.7754326
6812	Pizzeria Luca	Restaurant	['Pizzeria', 'Italienske restauranter', 'Restaurant']	Gammel Strand 42, 1. sal.	1202	København K	12.5782490	55.6777077
6813	Hulksburgerhus ApS	Restaurant	['Restaurant']	Frederikssundsvej 275	2700	Brønshøj	12.4812937	55.7090759
6814	Annam	Restaurant	['Restaurant']	Mikkel Bryggers Gade 6	1460	København K	12.5707350	55.6767082
6815	Den Fuldkomne Fisker & Camping ApS	Restaurant	['Restaurant', 'Campingpladser']	Byskovvej 42	4913	Horslunde	11.1244087	54.9401054
6816	Sportscaffeen	Restaurant	['Restaurant']	Tingsryds Alle 27	2680	Solrød Strand	12.2132931	55.5294571
6817	Ramen To Biiru 2	Restaurant	['Restaurant']	Enghavevej 56, st. sal.	1674	København V	12.5430479	55.6658173
6818	Restaurant Arken	Restaurant	['Restaurant']	Bådehavnen 21	4600	Køge	12.1967354	55.4704590
6819	Holbæk Green Corner ApS	Restaurant	['Restaurant']	Rosen 5, st. sal. tv	4300	Holbæk	11.7168512	55.7155762
6820	Liquid ApS	Restaurant	['Restaurant']	Jernbanegade 8, st. sal.	4000	Roskilde	12.0859766	55.6384048
6821	Frankies Pizza Østerbro	Restaurant	['Pizzeria', 'Restaurant']	Østerbrogade 79, st. sal.	2100	København Ø	12.5772018	55.7041016
6822	Fisker Franchise ApS	Restaurant	['Restaurant']	Ermelundsvej 88	2820	Gentofte	12.5364761	55.7629700
6823	Cafe Ck ApS	Restaurant	['Restaurant']	Søndergade 42	4900	Nakskov	11.1399851	54.8295898
6824	The Pop-Up Company ApS	Restaurant	['Restaurant']	Strandgade 93	1401	København K	12.5962362	55.6779289
6825	le Petit ApS	Restaurant	['Restaurant']	Frederiksborggade 21	1360	København K	12.5695076	55.6843147
6826	Havana ApS	Restaurant	['Restaurant']	Lodsstræde 17	2791	Dragør	12.6732054	55.5921440
6827	Susuki Sushi Restaurant ApS	Restaurant	['Restaurant']	Torvet 45A, st. sal. th	3300	Frederiksværk	12.0206308	55.9722061
6828	Thairestaurant Ayuttaya ApS	Restaurant	['Restaurant']	Griffenfeldsgade 39A, st. sal. tv	2200	København N	12.5529985	55.6859779
6829	District Tonkin Vesterbro	Restaurant	['Restaurant']	Vesterbrogade 56	1620	København V	12.5537338	55.6726799
6830	Crazydonut ApS	Restaurant	['Restaurant']	Højstens Boulevard 29	2605	Brøndby	12.4362535	55.6611404
6831	House Of Cakes	Restaurant	['Restaurant']	Vesterbrogade 169, st. sal. 4	1800	Frederiksberg C	12.5358162	55.6703682
6832	Men-O Ramen ApS	Restaurant	['Japanske restauranter', 'Restaurant']	Åboulevard 50	2200	København N	12.5525522	55.6851387
6833	Sophienholm Cafè ApS	Restaurant	['Restaurant']	Nybrovej 401	2800	Kongens Lyngby	12.4575996	55.7754288
6834	Sbuno Osteria ApS	Restaurant	['Restaurant']	Strandbakkevej 1	3220	Tisvildeleje	12.0756998	56.0596657
6835	Mejerigaarden.com ApS	Restaurant	['Restaurant']	Gl. Landevej 87	4874	Gedser	11.8940668	54.6388741
6836	Skt. Annæ 8	Restaurant	['Take away', 'Restaurant']	Wildersgade 52	1408	København K	12.5913572	55.6738472
6837	Libanesisk Restauranter ApS	Restaurant	['Restaurant']	Lindetoften 6	2630	Taastrup	12.3253946	55.6381035
6838	Halifax Trianglen	Restaurant	['Fastfood-spisesteder', 'Restaurant']	Trianglen 1, 1. sal.	2100	København Ø	12.5778093	55.6989822
6839	Meyzen Restaurant ApS	Restaurant	['Restaurant']	Jernbanevej 16A	2600	Glostrup	12.3984413	55.6642151
6840	The Burger Sorø ApS	Restaurant	['Restaurant']	Nordlundsvej 39	2650	Hvidovre	12.4589844	55.6414604
6841	Cafe Espergærde ApS	Restaurant	['Restaurant']	Mørdrupvej 3A	3060	Espergærde	12.5600805	55.9927864
6842	Le Duex ApS	Restaurant	['Restaurant']	Nærum Hovedgade 87, st. sal. th	2850	Nærum	12.5402269	55.8203392
6843	Frederiksborgvej	Restaurant	['Restaurant']	Frederiksborgvej 54	2400	København NV	12.5323391	55.7065506
6844	Cafe F2 IVS	Restaurant	['Restaurant']	Frederiksborgvej 4	2400	København NV	12.5338879	55.7020416
6845	Futsum Wolt	Restaurant	['Restaurant']	Frederiksborgvej 165, 1. sal. 1	2400	København NV	12.5303507	55.7209816
6846	L&C Fusion ApS	Restaurant	['Restaurant']	Åboulevard 50, st. sal. tv	2200	København N	12.5525522	55.6851387
6847	Venner ApS	Restaurant	['Restaurant']	Teglgårdstræde 13	1452	København K	12.5680227	55.6796684
6848	Lokalhus Syd	Restaurant	['Restaurant']	Nørrekær 8	2610	Rødovre	12.4508076	55.6699219
6849	Pierre	Restaurant	['Restaurant']	Elmegade 4, st. sal. tv	2200	København N	12.5581703	55.6894951
6850	Madklubben Tordenskjoldsgade ApS	Restaurant	['Restaurant']	Solbjergvej 10	2000	Frederiksberg	12.5312672	55.6810532
6851	Restaurant Lysemose	Restaurant	['Danske restauranter', 'Dyrkning af korn', 'Restaurant', 'Boligudlejning']	Vestre Landevej 16	4930	Maribo	11.4867496	54.7821884
6852	AVT Institute Of Executive Education A/S	Restaurant	['Undervisning', 'Restaurant']	Østerbrogade 139, st. sal.	2100	København Ø	12.5772352	55.7130394
6853	Restaurant Gilleleje Havn A/S	Restaurant	['Restaurant']	Havnevej 14	3250	Gilleleje	12.3082790	56.1251488
6854	Teelink ApS	Restaurant	['Restaurant']	Nybovej 46	2605	Brøndby	12.3984299	55.6320343
6855	Café Red & Yellow ApS	Restaurant	['Café', 'Restaurant']	Rødovre Centrum 1F, st. sal. 76	2610	Rødovre	12.4556856	55.6785622
6856	Holms Bager	Restaurant	['Restaurant']	Reberbanegade 3	2300	København S	12.6037903	55.6628342
6857	Hongpenhagen ApS	Restaurant	['Restaurant']	Nybrovej 161	2800	Kongens Lyngby	12.4936876	55.7629318
6858	McDonald's Hovedbanegården	Restaurant	['Take away', 'Restaurant']	Banegårdspladsen 7	1570	København V	12.5650063	55.6734962
6859	The Pescatarian	Restaurant	['Gourmet restauranter', 'Michelin restauranter', 'Fiskerestauranter', 'Restaurant']	Amaliegade 49, kl. sal.	1256	København K	12.5961437	55.6878357
6860	Sushi Deli	Restaurant	['Restaurant']	Lyngby Storcenter 1, st. sal.	2800	Kongens Lyngby	12.5050421	55.7725143
6861	Hd2020 ApS	Restaurant	['Restaurant']	Store Strandstræde 21	1255	København K	12.5893497	55.6813507
6862	Restaurant Schønnemann	Restaurant	['Danske restauranter', 'Restaurant']	Hauser Plads 16	1127	København K	12.5760870	55.6827698
6863	Gothersgade 40 ApS	Restaurant	['Restaurant']	Gothersgade 40, st. sal.	1123	København K	12.5825634	55.6822815
6864	Thai Kin Dí ApS	Restaurant	['Restaurant']	Vigerslev Allé 34	2500	Valby	12.5196285	55.6620255
6865	Restaurant Rungsted Golf Klub	Restaurant	['Restaurant']	Vestre Stationsvej 16	2960	Rungsted Kyst	12.5312529	55.8813286
6866	I AM Greenhouse II ApS	Restaurant	['Restaurant']	Greve Main 12	2670	Greve	12.2525072	55.5832558
6867	H15 Bioby Køkkenproduktion	Restaurant	['Restaurant']	Slagtehusgade 5B, st. sal.	1715	København V	12.5607195	55.6691208
6868	Eclipse Café & Baguetteria Est. 2020 ApS	Restaurant	['Restaurant']	Frederiksborggade 41, st. sal. 1	1360	København K	12.5660086	55.6856689
6869	Mahal Det Indiske Køkken ApS	Restaurant	['Restaurant']	Stjernegade 16H	3000	Helsingør	12.6103849	56.0352325
6870	Sushi Amor Vallensbæk ApS	Restaurant	['Restaurant']	Vallensbæk Stationstorv 84	2665	Vallensbæk Strand	12.3880920	55.6226692
6871	Air Group Havn ApS	Restaurant	['Restaurant']	Bibliotekvej 49	2650	Hvidovre	12.4714880	55.6411476
6872	Simple Raw	Restaurant	['Restaurant']	Gråbrødretorv 11	1154	København K	12.5760536	55.6796722
6873	Thai Corner ApS	Restaurant	['Restaurant']	Istedgade 38, kl. sal. tv	1650	København V	12.5577526	55.6706314
6874	Mcdonalds Nørrevold	Restaurant	['Restaurant']	Nørre Voldgade 82	1358	København K	12.5721750	55.6830902
6875	Thai Curry	Restaurant	['Thailandske restauranter', 'Thai takeaway', 'Take away', 'Restaurant']	Østerbrogade 129	2100	København Ø	12.5772400	55.7122841
6876	Mark	Restaurant	['Restaurant']	Axeltorv 3A	1609	København V	12.5643625	55.6754875
6877	Dag H	Restaurant	['Café', 'Danske restauranter']	Wildersgade 56	1408	København K	12.5915928	55.6740150
6878	IL Senso	Restaurant	['Italienske restauranter', 'Festarrangementer']	Gothersgade 87	1123	København K	12.5779448	55.6833115
6879	Snack & Zoo	Restaurant	['Restaurant']	Roskildevej 38	2000	Frederiksberg	12.5204134	55.6719437
6880	Café Den Gyldne Svane	Restaurant	['Restaurant']	Ved Hamborgskoven 4	4800	Nykøbing F	11.8404741	54.7756042
6881	Zeleste	Restaurant	['Restaurant']	Store Strandstræde 6	1255	København K	12.5882912	55.6809120
6882	Mexico King Cafe	Restaurant	['Restaurant', 'Café']	Mogenstrup Parkvej 10	4700	Næstved	11.8701487	55.1784286
6883	Restaurant Bone's Køge	Restaurant	['Restaurant']	Antoniestræde 8	4600	Køge	12.1838360	55.4556160
6884	Egb A/S	Restaurant	['Erhvervslokaler - Udlejning', 'Restaurant']	Parkvej 1	3250	Gilleleje	12.3159170	56.1196671
6885	Jhph Kanalen ApS	Restaurant	['Restaurant']	Munkehøjvej 17	3250	Gilleleje	12.3248310	56.1197395
6886	Cafe Kebabhouse ApS	Restaurant	['Restaurant', 'Pizzeriaer, grillbarer, isbarer mv. - (M)']	Leen D 2, 2. sal. 2	2630	Taastrup	12.2748041	55.6505852
6887	Momona Eritrean & Ethiopian Cuisine ApS	Restaurant	['Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Helligkorsvej 4D	4000	Roskilde	12.0708456	55.6395607
6888	Sol & Luna	Restaurant	['Restaurant']	Solbjergvej 8	2000	Frederiksberg	12.5315294	55.6810570
6889	Restaurant 19 ApS	Restaurant	['Restaurant']	Sophienlund Alle 13	3250	Gilleleje	12.3661308	56.0818291
6890	Ella-Sandwich, Slice & Fries ApS	Restaurant	['Restaurant']	Brydes Allé 92, 3. sal. tv	2300	København S	12.5943775	55.6556244
6891	S Bar ApS	Restaurant	['Restaurant']	Rødovre Centrum 1C, 1. sal. 250	2610	Rødovre	12.4549732	55.6796761
6892	Restaurant 56*	Restaurant	['Nye nordiske restauranter', 'Restaurant']	Krudtløbsvej 8	1439	København K	12.6103382	55.6841660
6893	Cafe Robert ApS	Restaurant	['Restaurant']	Vesterbrogade 161	1800	Frederiksberg C	12.5371885	55.6702385
6894	L'Alba Lab	Restaurant	['Restaurant']	Holbergsgade 7, st. sal.	1057	København K	12.5880852	55.6781120
6895	Hammerum ApS	Restaurant	['Restaurant']	Reinettevej 5	2400	København NV	12.5153999	55.6948395
6896	Manducare ApS	Restaurant	['Restaurant']	Nørregårdsvej 5A	3100	Hornbæk	12.4800005	56.0730553
6897	No.2	Restaurant	['Restaurant', 'Barer, cocktailbarer', 'Michelin restauranter', 'Nye nordiske restauranter']	Nicolai Eigtveds Gade 32	1402	København K	12.5847921	55.6724739
6898	Jg 2021 ApS	Restaurant	['Restaurant']	Slotsvænget 3	3400	Hillerød	12.3096333	55.9378738
6899	Frantik ApS	Restaurant	['Restaurant']	Strandlodsvej 63B, 1. sal. 1	2300	København S	12.6239557	55.6631050
6900	Krogs Fiskerestaurant	Restaurant	['Restaurant']	Gammel Strand 38, st. sal.	1202	København K	12.5785389	55.6777649
6901	Lubatris ApS	Restaurant	['Café', 'Barer, cocktailbarer', 'Ølbarer', 'Frisør', 'Restaurant']	Vesterbrogade 180, st. sal. 4	1800	Frederiksberg C	12.5360737	55.6705856
6902	Il Mattarello	Restaurant	['Restaurant']	Linnésgade 17	1361	København K	12.5698795	55.6836433
6903	Restaurant Plin	Restaurant	['Restaurant']	Sankt Annæ Plads 16, st. sal. tv	1250	København K	12.5915098	55.6813049
6904	Aiz ApS	Restaurant	['Restaurant']	Blågårdsgade 35, st. sal. th	2200	København N	12.5570602	55.6852837
6905	Cafe Josephine	Restaurant	['Restaurant']	Frankrigsgade 15	2300	København S	12.6074696	55.6616592
6906	Ella - Sandwich, Slice And Fries	Restaurant	['Restaurant']	Lyngby Storcenter 1	2800	Kongens Lyngby	12.5050421	55.7725143
6907	A. Gastronomia Italiana ApS	Restaurant	['Restaurant']	Københavnsvej 68	4600	Køge	12.1812963	55.4701843
6908	Restaurant Lupinen ApS	Restaurant	['Restaurant']	Torvet 18, 1. sal.	4800	Nykøbing F	11.8673029	54.7676086
6909	Chimi ApS	Restaurant	['Restaurant']	Øresundsvej 12E	2300	København S	12.6096964	55.6588326
6910	Scheer & Toft ApS	Restaurant	['Restaurant']	Oehlenschlægersgade 50	1663	København V	12.5498438	55.6684151
6911	Den Lille Vaskebjørn ApS	Restaurant	['Erhvervsrengøring', 'Restaurationsvirksomhed - (M)', 'Restaurant']	Håndværkerhaven 11, st. sal. tv	2400	København NV	12.5397367	55.7202759
6912	Stand Cafe & Motel ApS	Restaurant	['Restaurant', 'Hotel']	Greve Strandvej 9	2670	Greve	12.3122768	55.5822945
6913	Cocolo	Restaurant	['Restaurant']	Studiestræde 65, st. sal.	1554	København V	12.5649948	55.6767311
6914	Pasam ApS	Restaurant	['Restaurant']	Ølbycenter 3	4600	Køge	12.1755133	55.4794159
6915	Mst 2018 ApS	Restaurant	['Restaurant', 'Detailhandel med brugte varer']	Jægervangen 44, st. sal. th	2820	Gentofte	12.5346279	55.7594299
6916	Restaurationsselskabet Anneberg ApS	Restaurant	['Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Annebergparken 50	4500	Nykøbing Sj	11.6593361	55.9095459
6917	H Table	Restaurant	['Take away', 'Restaurant']	Gyldenløvesgade 10, st. sal. tv	1369	København K	12.5628958	55.6804085
6918	Vanessa Handel ApS	Restaurant	['Restaurant', 'Serviceydelser']	Bjergegade 18	3000	Helsingør	12.6111727	56.0360985
6919	Juiceclub Ringsted ApS	Restaurant	['Restaurant']	Klosterparks Alle 10	4100	Ringsted	11.7880707	55.4535103
6920	D-V ApS	Restaurant	['Restaurant']	Vestergade 1	4850	Stubbekøbing	12.0428391	54.8903885
6921	Bistro Holding Mp ApS	Restaurant	['Restaurant']	Bagsværd Torv 8, 3. sal.	2880	Bagsværd	12.4521255	55.7615128
6922	Chalet Steak & Burger, Østerbro	Restaurant	['Restaurant']	Masnedøgade 4	2100	København Ø	12.5733538	55.7088432
6923	Webrew Cph ApS	Restaurant	['Bryggeri', 'Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Kongsholmvej 2A	3210	Vejby	12.1783390	56.0808372
6924	Atb ApS	Restaurant	['Restaurant']	Gammel Jernbanevej 31	2500	Valby	12.5180006	55.6642265
6925	Kolumbia Christianshavn ApS	Restaurant	['Restaurant']	Torvegade 54, st. sal.	1400	København K	12.5924425	55.6716728
6926	Restaurant Kaj ApS	Restaurant	['Restaurant']	Strandpromenaden 6	3000	Helsingør	12.6119881	56.0415573
6927	Gasoline Grill 2	Restaurant	['Fastfood-spisesteder', 'Grillbar', 'Restaurant']	Niels Hemmingsens Gade 20	1153	København K	12.5774164	55.6795578
6928	Golden Event ApS	Restaurant	['Restaurant']	Håndværkerbyen 33	2670	Greve	12.2976351	55.5907669
6929	Noor ApS	Restaurant	['Restaurant']	Gammel Køge Landevej 117, st. sal.	2500	Valby	12.5062218	55.6479073
6930	Foodtruck Coast By Surt & Sødt ApS	Restaurant	['Restaurant']	Gustav Wiedsvej 33	4900	Nakskov	11.1214991	54.8609428
6931	Royal Indian Valby ApS	Restaurant	['Restaurant']	Vigerslev Allé 124	2500	Valby	12.5051737	55.6612167
6932	Johnogwoo ApS	Restaurant	['Frokostrestauranter', 'Bistroer', 'Restaurant']	Under Elmene 13	2300	København S	12.5983076	55.6654396
6933	Lille Bakery	Restaurant	['Restaurant', 'Industribagerier']	Refshalevej 213B, st. sal.	1432	København K	12.6132927	55.6900597
6934	Cafe Ovenpå	Restaurant	['Restaurant']	Lendrumvej 3	4671	Strøby	12.2630949	55.4010277
6935	Ribhouse Familierestaurant Bagsværd ApS	Restaurant	['Restaurant']	Axel Jarls Vej 15	3400	Hillerød	12.2703037	55.9533195
6936	Cafe Le Fiesta ApS	Restaurant	['Restaurant']	Vestergade 50	4340	Tølløse	11.7642899	55.6121101
6937	Dhaba Vordingborg ApS	Restaurant	['Indisk takeaway', 'Indiske restauranter', 'Restaurant']	Algade 37, st. sal.	4760	Vordingborg	11.9043722	55.0115395
6938	Restaurant Heaven Crane	Restaurant	['Danske restauranter', 'Restaurant']	Vestergade 23A	3200	Helsinge	12.1940508	56.0224152
6939	Admiralgade 26	Restaurant	['Michelin restauranter', 'Restaurant', 'Gourmet restauranter', 'Vinbarer', 'Bistroer']	Admiralgade 26	1066	København K	12.5820923	55.6776009
6940	J. Nørgaard Cafe A/S	Restaurant	['Restaurationsvirksomhed - (M)', 'Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)', 'Detailhandel fra internetforretninger - (M)']	Amagertorv 1	1160	København K	12.5792770	55.6786652
6941	Frey Og Nordberg ApS	Restaurant	['Restaurant']	Oehlenschlægersgade 36, st. sal.	1663	København V	12.5497675	55.6693611
6942	Big Mamma ApS	Restaurant	['Restaurant']	Frederiksværksgade 4A	3400	Hillerød	12.2948828	55.9358063
6943	Beat Cafe ApS	Restaurant	['Restaurant']	Enghave Plads 13	1670	København V	12.5457888	55.6667938
6944	Cafe Olai ApS	Restaurant	['Restaurant']	Sct Olai Gade 19A	3000	Helsingør	12.6102495	56.0348015
6945	Takii	Restaurant	['Kinesisk restaurant']	Jagtvej 113	2200	København N	12.5509872	55.6964912
6946	Empirical Spirits ApS	Restaurant	['Caféer, værtshuse, diskoteker mv. - (M)', 'Restaurant']	Refshalevej 175B	1432	København K	12.6131849	55.6923103
6947	Moon Sushi ApS	Restaurant	['Sushirestaurant', 'Take away', 'Restaurant']	Sorgenfri Torv 9	2830	Virum	12.4823751	55.7810555
6948	Chambre Private Dining ApS	Restaurant	['Restaurant']	Jernbanegade 4	1608	København V	12.5660391	55.6762428
